id,category,sub_category,level,has_table,has_fomula,question,A,B,C,D,E,gold
88,재무관리,기업가치평가,H,N,N,"A기업은 영업목적으로 사용되는 자산과 부채가 각각 800원과 300원이며 가중평균자본비용(WACC)은 11%라고 한다. A기업의 손익계산서는 아래와 같으며 법인세율은 50%라고 한다. A기업의 경제적부가가치(EVA)는 얼마인가? 

손익계산서(단위:원)
매출액
 2,000
매출원가
 1,200
판매 및 관리비
  600",41원,42원,43원,44원,45원,E
89,재무관리,배당,H,N,N,다음은 배당 및 특수배당에 관련된 내용을 설명한 것이다. 틀린 내용은 무엇인가?,주식배당을 실시하게 되면 이익잉여금은 줄어든다.,무상증자를 실시하면 자본잉여금이 감소하지만 주주부에는 변화가 없다.,현금배당시 주가수익비율(PER)은 상승한다.,주식배당을 실시하게 되면 주당순이익은 감소하지만 자본금은 증가한다.,주식분할은 주식수는 증가하지만 자본금은 변동이 없다.,C
90,재무관리,배당,H,N,N,"A기업은 현재 주식가격이 1,000원이며 모두 10,000주가 주식시장에서 거래되고 있다. A기업은 연말에 1주당 10원의 배당을 실시할 예정이다. 향후 300만 원의 투자를 계획하고 있으며 순이익 100만 원과 신규로 주식을 발행하여 조달할 계획이다. 자기자본비용이 6%인 A기업이 신규투자자금과 배당지급을 위해서 발행할 주식수는 몇 주인가?","1,000주","1,200주","1,500주","1,800주","2,000주",E
91,재무관리,운전자본관리,H,Y,N,"A기업의 재고자산회전율은 5회, 매출채권회전율은 10회, 매입채무회전율은 20회라고 한다. 이를 통해 A기업의 현금주기와 영업주기를 구하면 각각 얼마인가?",현금주기 91.25일 영업주기 109.5일,현금주기 82.5일 영업주기 105.5일,현금주기 72.5일 영업주기 82.5일,현금주기 45.5일 영업주기 60.25일,현금주기 36.5일 영업주기 45.5일,A
92,재무관리,선물,H,N,N,"어느 투자자가 KOSPI200 주가지수선물을 400포인트에 10계약을 매도하였다. 이후 KOSPI200 주가지수선물이 410포인트로 상승하였다면 이 투자자는 얼마의 이익 혹은 손실을 보았는가? (단, 거래승수는 25만 원이며, 개시증거금은 100%, 유지증거금은 없다고 가정한다.)","2,250만 원 이익","2,500만 원 이익","2,750만 원 이익","2,250만 원 손실","2,500만 원 손실",E
93,재무관리,옵션,H,N,N,다음은 옵션과 관련된 내용을 설명한 것이다. 틀리게 설명한 것은 무엇인가?,콜옵션매수자의 최대손실은 프리미엄만큼이다.,풋옵션매도자는 거래상대방이 옵션권리를 행사한다면 기초자산을 사주어야 한다.,등가격옵션과 외가격옵션의 내재가치는 0이 된다.,옵션매수자는 기초자산의 가격이 하락하지 않으면 손실을 보지는 않는다.,옵션매도자는 기초자산가격이 변하지 않아도 시간이 지남에 따라 이익을 볼 수 있다.,D
94,재무관리,옵션,H,N,N,어느 투자자는 기초자산 가격의 상승을 예상하고 있지만 예상이 틀릴 경우 손실이 커질 것을 염려하고 있다. 이를 극복하기 위해 만기는 같지만 행사가격이 서로 다른 콜옵션을 매수하고 매도하였다. 즉 행사가격이 98P(프리미엄 5P)인 콜옵션은 1계약 매수하고 행사가격이 102P(프리미엄 2P)인 콜옵션은 매도하는 전략을 실시하였다. 이러한 옵션거래의 결과 최대손실과 최대이익의 범위를 맞게 제시한 것은 무엇인가?,-3P~+2P,-3P~+1P,-2P~+2P,-2P~+1P,-1P~+2P,B
95,재무관리,금융시장,H,N,N,다음은 금융시장에 관련된 내용이다. 맞게 설명한 것은 무엇인가?,발행시장을 통해 주식과 채권의 공정한 가격이 형성된다.,유통시장에서 주식가격이 상승하면 상승한 가격으로 주식발행을 하여 자금을 조달할 수 있다.,"타인자본 조달은 간접금융시장에서, 자기자본 조달은 직접금융시장에서 조달한다.",이미 발행된 증권이 거래되는 시장은 발행시장이다.,직접금융시장에서는 금융기관의 도움없이 기업이 직접 자금을 조달한다.,B
96,재무관리,국제재무,H,N,N,"A기업은 현재 미국에 자동차부품을 수출하고 수출대금 $8,000를 3개월 후에 받기로 계약하였다. A기업은 환율변동에 따른 환위험을 제거하고자 단기금융시장을 통해 미국 현지은행에서 3개월 후에 $8,000가 될만큼 차입하고 이를 환전하여 국내은행에 예치할 예정이다. 3개월 후 A기업은 얼마의 $화를 확보할 수 있는가? 현물환율은 ￦1,000/$, 3개월물 선물환율은 ￦1,020/$, 한국의 연간 이자율은 10%, 미국의 연간 이자율은 9.6%라고 한다.","약 $7,725","약 $7,780","약 $7,851","약 $7,924","약 $7,975",C
97,재무관리,국제재무,H,N,N,"다음은 원달러 외환시장에서 결정되는 환율에 관한 설명이다. 현재 원달러 환율이 ￦1,000/$이라고 할 때, 틀리게 설명한 것은 무엇인가?","미국에서의 빅맥가격은 $10이고 한국에서의 빅맥가격은 ￦5,000이라면 환율은 하락할 것이다.","한국의 물가상승률은 3%, 미국의 물가상승률은 5%라면 환율은 하락할 것이다.","매입율이 ￦1,000/$이라면 은행에서 환전을 하는 자는 ￦1,000/$에 미국달러를 팔 수 있다.",국내이자율이 5%이고 미국이자율이 3%라면 선물환율은 할인되어 거래될 것이다.,"$1=\2,000이고 $1=￥200이라면 ￦과 ￥의 교차환율은 ￥100=\1,000이 된다.",D
